accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details	country_code	continent	sub-region	region	int-region	location	host_type
KX922704	10272	0	10272	Asian	02-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX922703	10272	0	10272	Asian	19-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX832731	10272	0	10272	Asian	24-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY415991	10272	0	10272	Asian	24-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY415990	10272	0	10272	Asian	02-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY415989	10272	0	10272	Asian	10-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY415988	10272	0	10272	Asian	05-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY415987	10272	0	10272	Asian	29-May-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY415986	10272	0	10272	Asian	29-May-2014	Haiti	Homo sapiens	genomic RNA			Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
MF159531	10272	0	10272	Asian	2017-04-19	USA	Homo sapiens	genomic RNA			Zika virus			USA	Americas	Northern America	Americas	Northern America	Northern America	human
MF098771	10272	0	10272	Asian	30-Jan-2017	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098770	9542	0	9542	Asian	09-Nov-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098769	10272	0	10272	Asian	25-Aug-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098768	10272	0	10272	Asian	25-Aug-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098767	10036	0	10036	Asian	25-Jul-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098766	10272	0	10272	Asian	31-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098765	10010	0	10010	Asian	23-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
MF098764	10010	0	10010	Asian	11-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus			RUS	Europe	Eastern Europe	Europe	Eastern Europe	Europe	human
KY559031	10272	0	10272	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559030	10019	0	10019	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559029	9418	252	9670	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559027	10272	0	10272	Asian	16-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559026	9996	276	10272	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559025	9996	276	10272	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559024	10272	0	10272	Asian	03-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559023	10272	0	10272	Asian	22-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559022	9648	0	9648	Asian	13-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559021	10272	0	10272	Asian	10-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559020	9366	0	9366	Asian	07-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559019	10272	0	10272	Asian	24-May-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Araguaina, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559018	10272	0	10272	Asian	25-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Porto Nacional, Tocantins		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559017	10272	0	10272	Asian	19-May-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559016	9648	0	9648	Asian	25-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559015	10272	0	10272	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559014	10272	0	10272	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559013	10272	0	10272	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559012	10272	0	10272	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559011	10272	0	10272	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559010	10272	0	10272	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559009	10272	0	10272	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559008	9648	0	9648	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559007	10272	0	10272	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559006	10272	0	10272	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559005	10272	0	10272	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559004	10272	0	10272	Asian	16-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Feira de Santana, Bahia		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559003	10272	0	10272	Asian	28-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Arapiraca, Alagoas		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559002	8766	0	8766	Asian	09-Sep-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Maceio, Alagoas		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559001	10272	0	10272	Asian	20-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Murici, Alagoas		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559000	9648	0	9648	Asian	09-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558999	10272	0	10272	Asian	10-Jul-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Olinda, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558998	9648	0	9648	Asian	15-Jun-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558997	9372	276	9648	Asian	14-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Olinda, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558996	9997	0	9997	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558995	9997	0	9997	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558994	9648	0	9648	Asian	18-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Limoeiro, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558993	8766	0	8766	Asian	18-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Sanharo, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558992	9366	0	9366	Asian	06-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Caetes, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558991	9090	276	9366	Asian	19-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Garanhuns, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558990	8766	0	8766	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Recife, Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY241788	10272	0	10272	Asian	13-May-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241787	10272	0	10272	Asian	07-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241786	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes albopictus	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241785	10272	0	10272	Asian	05-Sep-2016	Singapore	Aedes albopictus	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241784	10272	0	10272	Asian	08-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241783	10272	0	10272	Asian	07-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241782	10272	0	10272	Asian	07-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241781	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241780	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241779	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241778	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241777	10272	0	10272	Asian	06-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241776	10272	0	10272	Asian	05-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241775	10272	0	10272	Asian	05-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241774	10272	0	10272	Asian	05-Sep-2016	Singapore	Aedes aegypti	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KY241773	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241772	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241771	10272	0	10272	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241770	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241769	10272	0	10272	Asian	10-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241768	10272	0	10272	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241767	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241766	10272	0	10272	Asian	15-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241765	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241764	10272	0	10272	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241763	10272	0	10272	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241762	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241761	10272	0	10272	Asian	03-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241760	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241759	10272	0	10272	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241758	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241757	10272	0	10272	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241756	10272	0	10272	Asian	05-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241755	10272	0	10272	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241754	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241753	10272	0	10272	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241752	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241751	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241750	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241749	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241748	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241747	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241746	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241745	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241744	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241743	10272	0	10272	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241742	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241741	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241740	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241739	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241738	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241737	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241736	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241735	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241734	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241733	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241732	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241731	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241730	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241729	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241728	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241727	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241726	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241725	10272	0	10272	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241724	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241723	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241722	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241721	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241720	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241719	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241718	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241717	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241716	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241715	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241714	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241713	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241712	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241711	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241710	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241709	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241708	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241707	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241706	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241705	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241704	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241703	10272	0	10272	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241702	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241701	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241700	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
