accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details
KY765327	10272.0	108.0	10379.0	Asian	22-Apr-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/5005_13A1_SP/2016		Zika virus	Managua	M;11 years
KY765326	10272.0	108.0	10379.0	Asian	30-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6188_13A1_SP/2016		Zika virus	Managua	M;8 years
KY765325	10272.0	108.0	10379.0	Asian	22-Apr-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/5005_13A1/2016		Zika virus	Managua	M;11 years
KY765324	10272.0	108.0	10379.0	Asian	07-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/8610_13A1/2016		Zika virus	Managua	F;2 years
KY765323	10272.0	108.0	10379.0	Asian	30-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6188_13A1/2016		Zika virus	Managua	M;8 years
KY765322	10272.0	108.0	10379.0	Asian	29-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/7252_12A1_SP/2016		Zika virus	Managua	M;6 years
KY765321	10272.0	108.0	10379.0	Asian	10-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/4886_12A1_SP/2016		Zika virus	Managua	F;11 years
KY765320	10272.0	108.0	10379.0	Asian	29-May-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6406_13A1_SP/2016		Zika virus	Managua	M;8 years
KY765318	10272.0	108.0	10379.0	Asian	10-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/4886_12A1/2016		Zika virus	Managua	F;11 years
KY765317	10272.0	108.0	10379.0	Asian	29-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/7252_12A1/2016		Zika virus	Managua	M;6 years
KU926309	10272.0	108.0	10379.0	Asian	14-Jan-2016	Brazil	Homo sapiens	genomic RNA		27341420	Zika virus		
KU926310	10272.0	108.0	10379.0	Asian	29-Jan-2016	Brazil	Homo sapiens	genomic RNA		27341420	Zika virus		
KY631494	10272.0	108.0	10379.0	Asian	15-Oct-2015	Mexico	Homo sapiens	genomic RNA	ENCB165P4		Zika virus	Tapachula, Chiapas	
KY631493	10272.0	108.0	10379.0	Asian	15-Oct-2015	Mexico	Homo sapiens	genomic RNA			Zika virus	Tapachula, Chiapas	
KY693680	10272.0	108.0	10379.0	Asian	19-Oct-2016	Venezuela	Homo sapiens	genomic RNA	FVM00318/VEN/Maracay/2016		Zika virus		
KY693679	10272.0	108.0	10379.0	Asian	11-Jul-2016	Peru	Homo sapiens	genomic RNA	FPI15263/PERU/Loreto/2016		Zika virus		
KY693678	10272.0	108.0	10379.0	Asian	28-Jun-2016	Peru	Homo sapiens	genomic RNA	FPI15198/PERU/Loreto/2016		Zika virus		
KY693677	10272.0	108.0	10379.0	Asian	26-Aug-2016	Honduras	Homo sapiens	genomic RNA	FHT1175/HON/2016		Zika virus		
KY693676	10272.0	108.0	10379.0	Asian	26-Aug-2016	Honduras	Homo sapiens	genomic RNA	FHT1166/HON/2016		Zika virus		
KX830930	10272.0	108.0	10379.0	Asian	01-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus		
KY631492	10272.0	108.0	10379.0	Asian	08-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Manaus, Amazonas State	
KX827268	10272.0	108.0	10379.0	Asian	01-Jan-2016	USA	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/USA/UT-1/2016	27681699	Zika virus		
KY606274	10272.0	108.0	10379.0	Asian	07-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
KY606273	10272.0	108.0	10379.0	Asian	30-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
KY606272	10272.0	108.0	10379.0	Asian	05-Aug-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Oaxaca	
KY328289	10272.0	108.0	10379.0	Asian	May-2016	Honduras	Homo sapiens	genomic RNA		27748649	Zika virus		
KX421195	10272.0	108.0	10379.0	Asian	19-Jan-2016	Nicaragua	Homo sapiens	genomic RNA		27443522	Zika virus		
KX421194	10272.0	108.0	10379.0	Asian	13-Jan-2016	Nicaragua	Homo sapiens	genomic RNA		27443522	Zika virus		
KY120349	10272.0	108.0	10379.0	Asian	03-Mar-2016	Mexico	Homo sapiens	genomic RNA	MEX_CIENI551		Zika virus	Oaxaca, Tehuantepec Isthmus	male, 80-years-old
KY120348	10272.0	108.0	10379.0	Asian	03-Mar-2016	Mexico	Homo sapiens	genomic RNA	MEX_CIENI551P4		Zika virus	Oaxaca, Tehuantepec Isthmus	male 80-years-old
KX197192	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA		27706161	Zika virus		
KY272991	10272.0	108.0	10379.0	Asian	12-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus		
KU761561	10272.0	108.0	10379.0	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU761560	10272.0	108.0	10379.0	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KY328290	10272.0	108.0	10379.0	Asian	03-Nov-2016	China	Homo sapiens	viral cRNA			Zika virus		
KY272987	10272.0	108.0	10379.0	Asian	30-Aug-2016	Thailand	Homo sapiens	genomic RNA			Zika virus		
KX694534	10272.0	108.0	10379.0	Asian	06-Jan-2015	Honduras	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/HND/R103451/2015		Zika virus		
KX694532	10272.0	108.0	10379.0	Asian	12-Feb-2013	Thailand	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/THA/PLCal_ZV/2013		Zika virus		female
KX198135	10272.0	108.0	10379.0	Asian	2016	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/BEI-259634_V4/2016		Zika virus		
KX156776	10272.0	108.0	10379.0	Asian	18-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259364_V1-V2/2015		Zika virus		
KX156775	10272.0	108.0	10379.0	Asian	11-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015		Zika virus		
KX156774	10272.0	108.0	10379.0	Asian	18-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259359_V1-V3/2015		Zika virus		
KX087102	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR/2015		Zika virus	Barranquilla	
KX087101	10272.0	108.0	10379.0	Asian	Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PRI/PRVABC59/2015		Zika virus		
KU963574	10254.0	108.0	10379.0	African	09-Sep-1968	Nigeria	Homo sapiens	genomic RNA			Zika virus	Ibadan	
KX269878	10272.0	108.0	10379.0	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		27542178	Zika virus	Padova	
KY003154	10272.0	108.0	10379.0	Asian	Apr-2016	Italy	Homo sapiens	viral cRNA	ZIKV/VR10599/Pavia/2016		Zika virus		
KY003153	10272.0	108.0	10379.0	Asian	Apr-2016	Italy	Homo sapiens	viral cRNA	ZIKV/34997/Pavia/2016		Zika virus		
KR872956	10278.0	102.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	17829		Zika virus		
LC190723	10272.0	108.0	10379.0	Asian	2016-05-20	Japan	Homo sapiens	genomic RNA	ZIKV/Hu/Yokohama/1/2016		Zika virus	Kanagawa, Yokohama	
KU820897	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA		27654889	Zika virus	Barranquilla	
KX101067	10209.0	171.0	10379.0	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101066	10272.0	108.0	10379.0	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101065	9872.0	381.0	10252.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101064	9999.0	381.0	10379.0	Asian	Apr-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101063	10103.0	264.0	10366.0	Asian	Dec-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101062	9999.0	381.0	10379.0	Asian	Jun-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101061	10209.0	171.0	10379.0	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KX101060	10032.0	348.0	10379.0	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KU940228	10272.0	108.0	10379.0	Asian	01-Jul-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KU940227	10251.0	129.0	10379.0	Asian	15-Jul-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KU940224	10224.0	156.0	10379.0	Asian	01-Aug-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus		
KU527068	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	Natal RGN	26862926	Zika virus	Rio Grande do Norte, Natal	
KX827309	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KX197205	10272.0	108.0	10379.0	Asian	01-Dec-2015	Brazil	Homo sapiens	genomic RNA			Zika virus		
KX813683	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KJ776791	10272.0	108.0	10379.0	Asian	28-Nov-2013	French Polynesia	Homo sapiens	genomic RNA	H/PF/2013	24903869	Zika virus		
KX766029	10272.0	108.0	10379.0	Asian	23-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus		
KX766028	10272.0	108.0	10379.0	Asian	06-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA			Zika virus		
KX520666	10272.0	108.0	10379.0	Asian	Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Salvadore, Bahia	female
KX266255	10272.0	108.0	10379.0	Asian	14-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KX601168	10272.0	108.0	10379.0	Asian	01-Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	ZIKV/Homo Sapiens/PRI/PRVABC59/2015		Zika virus		
KX548902	10272.0	108.0	10379.0	Asian	07-Oct-2015	Colombia	Homo sapiens	genomic RNA			Zika virus		
KU707826	10272.0	108.0	10379.0	Asian	01-Jul-2015	Brazil	Homo sapiens	genomic RNA		27071531	Zika virus		
KX369547	10272.0	108.0	10379.0	Asian	25-Oct-2013	French Polynesia	Homo sapiens	genomic RNA	PF13/251013-18		Zika virus		
KX377337	10272.0	108.0	10379.0	Asian	Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	PRVABC-59		Zika virus		
KU866423	10272.0	108.0	10379.0	Asian	2016	China	Homo sapiens	genomic RNA		26993654	Zika virus	Shenzhen	
KU647676	10272.0	108.0	10379.0	Asian	Dec-2015	Martinique	Homo sapiens	genomic RNA	MRS_OPY_Martinique_PaRi_2015	27274849	Zika virus		
KU758877	10272.0	108.0	10379.0	Asian	Dec-2015	French Guiana	Homo sapiens	genomic RNA			Zika virus		
KU955593	10272.0	108.0	10379.0	Asian	2010	Cambodia	Homo sapiens	genomic RNA		27174284	Zika virus		
KU681082	10272.0	108.0	10379.0	Asian	09-May-2012	Philippines	Homo sapiens	genomic RNA		27174274	Zika virus		
KU681081	10272.0	108.0	10379.0	Asian	19-Jul-2014	Thailand	Homo sapiens	genomic RNA		27174274	Zika virus		
KX262887	10272.0	108.0	10379.0	Asian	06-Jan-2016	Honduras	Homo sapiens	genomic RNA			Zika virus		
KX253996	10272.0	108.0	10379.0	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KX247646	10272.0	108.0	10379.0	Asian	09-Feb-2016	Colombia	Homo sapiens	viral cRNA			Zika virus		
KX185891	10272.0	108.0	10379.0	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus	Shenzhen	
KU937936	10272.0	108.0	10379.0	Asian	11-Feb-2016	Suriname	Homo sapiens	genomic RNA			Zika virus		
KU744693	10272.0	108.0	10379.0	Asian	06-Feb-2016	China	Homo sapiens	genomic RNA		27103718	Zika virus		
KX117076	10272.0	108.0	10379.0	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU509998	10272.0	108.0	10379.0	Asian	12-Dec-2014	Haiti	Homo sapiens	genomic RNA	Haiti/1225/2014	27111294	Zika virus		
KX056898	10272.0	108.0	10379.0	Asian	25-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU955590	10272.0	108.0	10379.0	Asian	26-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU955589	10272.0	108.0	10379.0	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU963796	10272.0	108.0	10379.0	Asian	2016	China	Homo sapiens	genomic RNA			Zika virus	Shenzhen	
KU321639	10272.0	108.0	10379.0	Asian	Mar-2015	Brazil	Homo sapiens	genomic RNA	ZikaSPH2015	26941134	Zika virus		
KU991811	10272.0	108.0	10379.0	Asian	06-Mar-2016	Italy	Homo sapiens	genomic RNA			Zika virus	Rome	
KU870645	10272.0	108.0	10379.0	Asian	02-Feb-2016	USA	Homo sapiens	genomic RNA			Zika virus		
KU922960	10272.0	108.0	10379.0	Asian	25-Feb-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	female, 22 years old
KU922923	10272.0	108.0	10379.0	Asian	25-Feb-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
KU820898	10272.0	108.0	10379.0	Asian	14-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU740184	10272.0	108.0	10379.0	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU820899	10272.0	108.0	10379.0	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU853013	10272.0	108.0	10379.0	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		26987769	Zika virus	Padua	
KU853012	10272.0	108.0	10379.0	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		26987769	Zika virus	Padua	
KU729217	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA			Zika virus		
KU761564	10272.0	108.0	10379.0	Asian	12-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU497555	10272.0	108.0	10379.0	Asian	30-Nov-2015	Brazil	Homo sapiens	genomic RNA		26897108	Zika virus		
KU501217	10272.0	108.0	10379.0	Asian	01-Nov-2015	Guatemala	Homo sapiens	genomic RNA	8375	27088323	Zika virus		
KU501216	10272.0	108.0	10379.0	Asian	01-Dec-2015	Guatemala	Homo sapiens	genomic RNA	103344	27088323	Zika virus		
KU501215	10272.0	108.0	10379.0	Asian	01-Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	PRVABC59	27088323	Zika virus		
KU365780	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH815744		Zika virus		
KU365779	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH819966		Zika virus		
KU365778	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH819015		Zika virus		
KU365777	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH818995		Zika virus		
KU312312	10272.0	108.0	10379.0	Asian	02-Oct-2015	Suriname	Homo sapiens	genomic RNA		26775124	Zika virus		
KF993678	10141.0	219.0	10359.0	Asian	19-Feb-2013	Canada	Homo sapiens	genomic RNA	PLCal_ZV	25294619	Zika virus		
JN860885	10269.0	108.0	10376.0	Asian	2010	Cambodia	Homo sapiens	genomic RNA		22389730	Zika virus		
HQ234500	10251.0	108.0	10376.0	African	1968	Nigeria	Homo sapiens	genomic RNA		22389730	Zika virus		
EU545988	10272.0	108.0	10379.0	Asian	Jun-2007	Micronesia	Homo sapiens	genomic RNA		18680646	Zika virus		
222_IonXpress_003_rawlib				Asian	24-Jan-2017	Vietnam	Homo sapiens				Zika virus		female
3015_IonXpress_030_rawlib				Asian	02-Apr-2016	Vietnam	Homo sapiens				Zika virus		female
3015u_IonXpress_001_rawlib				Asian	02-Apr-2016	Vietnam	Homo sapiens				Zika virus		female
7040_IonXpress_033_rawlib				Asian	06-Oct-2016	Vietnam	Homo sapiens				Zika virus		female
7938_IonXpress_048_rawlib				Asian	02-Nov-2016	Vietnam	Homo sapiens				Zika virus		female
8546_IonXpress_034_rawlib				Asian	17-Nov-2016	Vietnam	Homo sapiens				Zika virus		female
8607_IonXpress_035_rawlib				Asian	22-Nov-2016	Vietnam	Homo sapiens				Zika virus		female
8628_IonXpress_066_rawlib				Asian	22-Nov-2016	Vietnam	Homo sapiens				Zika virus		female
8711_IonXpress_002_rawlib				Asian	22-Nov-2016	Vietnam	Homo sapiens				Zika virus		female
IonXpress_004_rawlib				Asian	2016	Vietnam	Homo sapiens				Zika virus		female
IonXpress_039_rawlib				Asian	2016	Vietnam	Homo sapiens				Zika virus		female
IonXpress_040_rawlib				Asian	2016	Vietnam	Homo sapiens				Zika virus		female
IonXpress_041_rawlib				Asian	2016	Vietnam	Homo sapiens				Zika virus		female
